ID	ALIGNMENT	COGID	CONCEPT	COUNTERPART	DOCULECT	GLOSA 1 PORT	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	IPA	MODIFIED	PET	PWT	TOKENS
523	m ɨ̃ s ã ( - - - - - - )	46	you all	~bɨsa	TUK	vocês	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨsa	FALSE	PET	PWT	m ɨ̃ s ã
524	m ɨ̃ - ã ( - - - - - - )	46	you all	~bɨa	TUY	vocês	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨa	FALSE	PET	PWT	m ɨ̃ ã
525	m ɨ̃ h ã ( - - - - - - )	46	you all	~bɨha	WAN	vocês	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨha	FALSE	PET	PWT	m ɨ̃ h ã
526	m ɨ t j a	46	you all	-	*PT	-	-	-	-	-	*mɨ-tja	FALSE	-	-	m ɨ t j a
527	m ɨ̃ ʔn õ	47	tobacco	~bɨʔdo	BAS	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨʔdo	FALSE	PET	PWT	m ɨ̃ ʔn õ
528	m ũ - n ũ	47	tobacco	~budu	DES	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~budu	FALSE	PET	PWT	m ũ n ũ
529	m ɨ̃ - n õ	47	tobacco	~bɨdo	KAR	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨdo	FALSE	PET	PWT	m ɨ̃ n õ
530	m ɨ - t o	47	tobacco	mɨto	KOR	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mɨto	FALSE	PET	PWT	m ɨ t o
531	m ɨ - n o	47	tobacco	mɨno	KUE	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mɨno	FALSE	PET	PWT	m ɨ n o
532	m ɨ - t o	47	tobacco	mɨto	MAI	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mɨto	FALSE	PET	PWT	m ɨ t o
533	m ɨ - t o	47	tobacco	mɨto	SEK	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mɨto	FALSE	PET	PWT	m ɨ t o
534	m u - t o	47	tobacco	muto	SIO	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	muto	FALSE	PET	PWT	m u t o
535	m ĩ ʔr̃ õ	47	tobacco	~biʔro	TAN	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~biʔro	FALSE	PET	PWT	m ĩ ʔr̃ õ
536	m ɨ̃ ʔn õ	47	tobacco	~bɨʔdo	TUK	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨʔdo	FALSE	PET	PWT	m ɨ̃ ʔn õ
537	m ɨ̃ - n õ	47	tobacco	~bɨdo	TUY	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨdo	FALSE	PET	PWT	m ɨ̃ n õ
538	m ɨ̃ ʔt õ	47	tobacco	~bɨʔto	WAN	tabaco	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨʔto	FALSE	PET	PWT	m ɨ̃ ʔt õ
539	m ɨ tʔ o	47	tobacco	-	*PT	-	-	-	-	-	*mɨtʔo	TRUE	-	-	m ɨ tʔ o
540	m ɨ̃ - t ẽ	48	mosquito	~bɨte	BAS	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨte	FALSE	PET	PWT	m ɨ̃ t ẽ
541	m ɨ̃ - n ẽ	48	mosquito	~bɨde	DES	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨde	FALSE	PET	PWT	m ɨ̃ n ẽ
542	m ɨ̃ - t ẽ	48	mosquito	~bɨte	KAR	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨte	FALSE	PET	PWT	m ɨ̃ t ẽ
543	m ɨ - th e	48	mosquito	mɨthe	KOR	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mɨthe	FALSE	PET	PWT	m ɨ th e
544	m ɨ̃ - t ẽ	48	mosquito	~bɨte	KUB	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨte	FALSE	PET	PWT	m ɨ̃ t ẽ
545	m ɨ - n e	48	mosquito	mɨne	KUE	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mɨne	FALSE	PET	PWT	m ɨ n e
546	m ɨ - t e	48	mosquito	mɨte	MAI	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mɨte	FALSE	PET	PWT	m ɨ t e
547	m u ʔt e	48	mosquito	muʔte	SEK	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	muʔte	FALSE	PET	PWT	m u ʔt e
548	m ɨ - t e	48	mosquito	mɨte	SIO	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mɨte	FALSE	PET	PWT	m ɨ t e
549	m ĩ - r̃ ĩ	48	mosquito	~biri	TAN	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~biri	FALSE	PET	PWT	m ĩ r̃ ĩ
550	m ɨ̃ - t ẽ	48	mosquito	~bɨte	TUK	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨte	FALSE	PET	PWT	m ɨ̃ t ẽ
551	m ɨ̃ - t ẽ	48	mosquito	~bɨte	TUY	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨte	FALSE	PET	PWT	m ɨ̃ t ẽ
552	m ɨ̃ - t ẽ	48	mosquito	~bɨte	WAN	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~bɨte	FALSE	PET	PWT	m ɨ̃ t ẽ
553	m ɨ t e	48	mosquito	-	*PT	-	-	-	-	-	*mɨte	FALSE	-	-	m ɨ t e
554	n e o	49	charcoal (2)	neo	KOR	carvão	grease (kub)	gordura (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	neo	FALSE	PET	PWT	n e o
555	n ẽ õ	49	charcoal (2)	~deo	KUB	carvão	grease (kub)	gordura (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	~deo	FALSE	PET	PWT	n ẽ õ
556	n e o	49	charcoal (2)	neo	MAI	carvão	grease (kub)	gordura (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	neo	FALSE	PET	PWT	n e o
557	n ẽ õ	49	charcoal (2)	~deo	SEK	carvão	grease (kub)	gordura (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	~deo	FALSE	PET	PWT	n ẽ õ
558	n e o	49	charcoal (2)	neo	SIO	carvão	grease (kub)	gordura (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	neo	FALSE	PET	PWT	n e o
559	n e o	49	charcoal (2)	-	*PT	-	-	-	-	-	*neo	TRUE	-	-	n e o
560	r̃ e - e	50	buriti palm	~ree	BAS	buriti	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~ree	FALSE	PET	PWT	r̃ e e
561	n ẽ ʔ ẽ	50	buriti palm	~deʔe	DES	buriti	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~deʔe	FALSE	PET	PWT	n ẽ ʔ ẽ
562	n e - e	50	buriti palm	~dee	KAR	buriti	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dee	FALSE	PET	PWT	n e e
563	n e ʔ e	50	buriti palm	neʔe	KOR	buriti	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	neʔe	FALSE	PET	PWT	n e ʔ e
564	n ẽ - ĩ	50	buriti palm	~dei	KUB	buriti	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dei	FALSE	PET	PWT	n ẽ ĩ
565	n ẽ ʔ ẽ	50	buriti palm	~deʔe	SEK	buriti	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~deʔe	FALSE	PET	PWT	n ẽ ʔ ẽ
566	n e ʔ e	50	buriti palm	neʔe	SIO	buriti	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	neʔe	FALSE	PET	PWT	n e ʔ e
567	n ẽ ʔ ẽ	50	buriti palm	~deʔe	TUK	buriti	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~deʔe	FALSE	PET	PWT	n ẽ ʔ ẽ
568	n ã ʔ ã	50	buriti palm	~daʔa	WAN	buriti	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~daʔa	FALSE	PET	PWT	n ã ʔ ã
569	n e ʔ e	50	buriti palm	-	*PT	-	-	-	-	-	*neʔe	FALSE	-	-	n e ʔ e
570	r̃ ĩ t ĩ	51	charcoal (1)	~riti	BAS	carvão	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~riti	FALSE	PET	PWT	r̃ ĩ t ĩ
571	n ĩ t ĩ	51	charcoal (1)	~diti	DES	carvão	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~diti	FALSE	PET	PWT	n ĩ t ĩ
572	n ĩ t ĩ	51	charcoal (1)	~diti	KAR	carvão	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~diti	FALSE	PET	PWT	n ĩ t ĩ
573	n ĩ t ĩ	51	charcoal (1)	~diti	TAN	carvão	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~diti	FALSE	PET	PWT	n ĩ t ĩ
574	n ĩ t ĩ	51	charcoal (1)	~diti	TUK	carvão	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~diti	FALSE	PET	PWT	n ĩ t ĩ
575	n ĩ t ĩ	51	charcoal (1)	~diti	TUY	carvão	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~diti	FALSE	PET	PWT	n ĩ t ĩ
576	n ĩ t ĩ	51	charcoal (1)	~diti	WAN	carvão	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~diti	FALSE	PET	PWT	n ĩ t ĩ
577	n i t t i	51	charcoal (1)	-	*PT	-	-	-	-	-	*nitti	TRUE	-	-	n i t t i
578	r̃ ɨ̃ - ŋ õ	52	stop	~rɨgo	BAS	parar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~rɨgo	FALSE	PET	PWT	r̃ ɨ̃ ŋ õ
579	n ũ - ŋ ũ	52	stop	~dugu	DES	parar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dugu	FALSE	PET	PWT	n ũ ŋ ũ
580	n ɨ̃ - k ã	52	stop	~dɨka	KAR	parar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨka	FALSE	PET	PWT	n ɨ̃ k ã
581	n ɨ - kh a	52	stop	nɨkha	KOR	parar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	nɨkha	FALSE	PET	PWT	n ɨ kh a
582	n ú - - -	52	stop	~dú	KUB	parar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dú	FALSE	PET	PWT	n ú
583	n ɨ - k a	52	stop	nɨka	MAI	parar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	nɨka	FALSE	PET	PWT	n ɨ k a
584	d ɨ̃ - k a	52	stop	dɨ̃ka	SEK	parar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨ̃ka	FALSE	PET	PWT	d ɨ̃ k a
585	n ɨ - k a	52	stop	nɨka	SIO	parar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	nɨka	FALSE	PET	PWT	n ɨ k a
586	n ɨ̃ ʔk ã	52	stop	~dɨʔka	TUK	parar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dɨʔka	FALSE	PET	PWT	n ɨ̃ ʔk ã
587	n ũ - k ũ	52	stop	~duku	TUY	parar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~duku	FALSE	PET	PWT	n ũ k ũ
588	n ɨ kʔ	52	stop	-	*PT	-	-	-	-	-	*nɨkʔ-	TRUE	-	-	n ɨ kʔ
589	n ũ - n ĩ	53	penis	~dudi	KAR	pênis	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dudi	FALSE	PET	PWT	n ũ n ĩ
590	n õ ẽ - -	53	penis	~doe	KUB	pênis	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~doe	FALSE	PET	PWT	n õ ẽ
591	n o - n i	53	penis	noni	KUE	pênis	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	noni	FALSE	PET	PWT	n o n i
592	n o a - -	53	penis	noa	MAI	pênis	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	noa	FALSE	PET	PWT	n o a
593	r ũ - r i	53	penis	rũri	TAN	pênis	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rũri	FALSE	PET	PWT	r ũ r i
594	n ũ - n ĩ	53	penis	~dudi	TUK	pênis	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dudi	FALSE	PET	PWT	n ũ n ĩ
595	s e j u a	53	penis	sejua	TUY	pênis	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sejua	FALSE	PET	PWT	s e j u a
596	n ũ - n ɨ̃	53	penis	~dudɨ	WAN	pênis	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~dudɨ	FALSE	PET	PWT	n ũ n ɨ̃
597	n o	53	penis	-	*PT	-	-	-	-	-	*no-	FALSE	-	-	n o
598	o t i	54	to cry	oti	BAS	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oti	FALSE	PET	PWT	o t i
599	o t i	54	to cry	oti	DES	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oti	FALSE	PET	PWT	o t i
600	o t i	54	to cry	oti	KAR	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oti	FALSE	PET	PWT	o t i
601	o - i	54	to cry	oi	KOR	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oi	FALSE	PET	PWT	o i
602	o - -	54	to cry	o	KUB	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	o	FALSE	PET	PWT	o
603	- - ?	54	to cry	?	KUE	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	?	FALSE	PET	PWT	?
604	o - i	54	to cry	oi	MAI	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oi	FALSE	PET	PWT	o i
605	o - i	54	to cry	oi	SEK	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oi	FALSE	PET	PWT	o i
606	o - i	54	to cry	oi	SIO	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oi	FALSE	PET	PWT	o i
607	u t i	54	to cry	uti	TUY	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uti	FALSE	PET	PWT	u t i
608	- t i	54	to cry	ti	WAN	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ti	FALSE	PET	PWT	t i
609	o t i	54	to cry	oti	YUP	chorar	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oti	FALSE	PET	PWT	o t i
610	o	54	to cry	-	*PT	-	-	-	-	-	*o-	FALSE	-	-	o
611	- o - c o	55	bat	oco	BAS	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oco	FALSE	PET	PWT	o c o
612	- o - j o	55	bat	ojo	DES	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ojo	FALSE	PET	PWT	o j o
613	- o - s o	55	bat	oso	KAR	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oso	FALSE	PET	PWT	o s o
614	- o - j o	55	bat	ojo	KOR	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ojo	FALSE	PET	PWT	o j o
615	- o - j o	55	bat	ojo	KUB	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ojo	FALSE	PET	PWT	o j o
616	h o i j o	55	bat	hoijo	KUE	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hoijo	FALSE	PET	PWT	h o i j o
617	- o - j o	55	bat	ojo	MAI	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ojo	FALSE	PET	PWT	o j o
618	- o - s o	55	bat	oso	PIR	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oso	FALSE	PET	PWT	o s o
619	- o - j o	55	bat	ojo	SEK	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ojo	FALSE	PET	PWT	o j o
620	- o - j o	55	bat	ojo	SIO	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ojo	FALSE	PET	PWT	o j o
621	- o - j o	55	bat	ojo	TAN	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ojo	FALSE	PET	PWT	o j o
622	- o - s o	55	bat	oso	TUK	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oso	FALSE	PET	PWT	o s o
623	- o - s o	55	bat	oso	TUY	morcego	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oso	FALSE	PET	PWT	o s o
624	o j o	55	bat	-	*PT	-	-	-	-	-	*ojo	FALSE	-	-	o j o
625	( - - ) o k o ( - - - - )	56	water	oko	BAS	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oko	FALSE	PET	PWT	o k o
626	( d e ) - k o ( - - - - )	56	water	deko	DES	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	deko	FALSE	PET	PWT	d e k o
627	( - - ) o k o ( - - - - )	56	water	oko	KAR	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oko	FALSE	PET	PWT	o k o
628	( - - ) o kh o ( - - - - )	56	water	okho	KOR	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	okho	FALSE	PET	PWT	o kh o
629	( - - ) o k o ( - - - - )	56	water	oko	KUB	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oko	FALSE	PET	PWT	o k o
630	( - - ) - k o ( t a p u )	56	water	kotapu	KUE	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	kotapu	FALSE	PET	PWT	k o t a p u
631	( - - ) o k o ( - - - - )	56	water	oko	MAI	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oko	FALSE	PET	PWT	o k o
632	( - - ) o k o ( - - - - )	56	water	oko	SEK	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oko	FALSE	PET	PWT	o k o
633	( - - ) o k o ( - - - - )	56	water	oko	SIO	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oko	FALSE	PET	PWT	o k o
634	( - - ) o k o ( - - - - )	56	water	oko	TAN	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oko	FALSE	PET	PWT	o k o
635	( - - ) o k o ( - - - - )	56	water	oko	TUK	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oko	FALSE	PET	PWT	o k o
636	( - - ) o k o ( - - - - )	56	water	oko	TUY	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oko	FALSE	PET	PWT	o k o
637	( - - ) - k o ( - - - - )	56	water	ko	WAN	água	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ko	FALSE	PET	PWT	k o
638	o k k o	56	water	-	*PT	-	-	-	-	-	*okko	TRUE	-	-	o k k o
639	- o t e -	57	plant	ote	BAS	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ote	FALSE	PET	PWT	o t e
640	- o t e -	57	plant	ote	DES	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ote	FALSE	PET	PWT	o t e
641	- o t e -	57	plant	ote	KAR	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ote	FALSE	PET	PWT	o t e
642	- o th e -	57	plant	othe	KOR	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	othe	FALSE	PET	PWT	o th e
643	- o t e -	57	plant	ote	KUB	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ote	FALSE	PET	PWT	o t e
644	- o t e -	57	plant	ote	MAI	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ote	FALSE	PET	PWT	o t e
645	- o t e -	57	plant	ote	SEK	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ote	FALSE	PET	PWT	o t e
646	- o t e -	57	plant	ote	SIO	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ote	FALSE	PET	PWT	o t e
647	h o t o -	57	plant	hoto	TAN	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hoto	FALSE	PET	PWT	h o t o
648	- o t e -	57	plant	ote	TUK	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ote	FALSE	PET	PWT	o t e
649	- o t e -	57	plant	ote	TUY	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ote	FALSE	PET	PWT	o t e
650	- - t o a	57	plant	toa	WAN	planta	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	toa	FALSE	PET	PWT	t o a
651	o t t e	57	plant	-	*PT	-	-	-	-	-	*otte	TRUE	-	-	o t t e
652	b e k o	58	larva	beko	BAS	larva	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	beko	FALSE	PET	PWT	b e k o
653	b e k a	58	larva	beka	DES	larva	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	beka	FALSE	PET	PWT	b e k a
654	b e k o	58	larva	beko	KAR	larva	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	beko	FALSE	PET	PWT	b e k o
655	p e kh o	58	larva	pekho	KOR	larva	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	pekho	FALSE	PET	PWT	p e kh o
656	b e k u	58	larva	beku	MAI	larva	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	beku	FALSE	PET	PWT	b e k u
657	p e k o	58	larva	peko	SEK	larva	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	peko	FALSE	PET	PWT	p e k o
658	pʔ e k o	58	larva	pʔeko	SIO	larva	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	pʔeko	FALSE	PET	PWT	pʔ e k o
659	b e k o	58	larva	beko	TUK	larva	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	beko	FALSE	PET	PWT	b e k o
660	pʔ e k k o	58	larva	-	*PT	-	-	-	-	-	*pʔekko	TRUE	-	-	pʔ e k k o
661	b ɨ h ɨ	59	spider	bɨhɨ	BAS	aranha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	bɨhɨ	FALSE	PET	PWT	b ɨ h ɨ
662	b ɨ p ɨ	59	spider	bɨpɨ	DES	aranha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	bɨpɨ	FALSE	PET	PWT	b ɨ p ɨ
663	b ɨ p ɨ	59	spider	bɨpɨ	KAR	aranha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	bɨpɨ	FALSE	PET	PWT	b ɨ p ɨ
